Variable;Valor
x_tvp[4,3,4];0.0
x_tvp[4,3,5];0.0
x_tvp[4,3,6];0.0
x_tvp[4,3,7];0.0
x_tvp[4,3,8];0.0
x_tvp[4,3,9];0.0
x_tvp[4,3,10];0.0
x_tvp[4,3,11];0.0
x_tvp[4,3,12];0.0
x_tvp[4,3,13];0.0
x_tvp[4,3,14];0.0
x_tvp[4,3,15];1888.0
x_tvp[4,3,16];0.0
x_tvp[4,3,17];0.0
x_tvp[4,3,18];0.0
x_tvp[4,3,19];0.0
x_tvp[4,3,20];0.0
x_tvp[4,3,21];0.0
x_tvp[4,3,22];1.0
x_tvp[4,3,23];2.0
x_tvp[4,3,24];0.0
x_tvp[4,3,25];0.0
x_tvp[4,3,26];0.0
x_tvp[4,3,27];0.0
x_tvp[4,3,28];0.0
x_tvp[4,3,29];0.0
x_tvp[4,3,30];0.0
x_tvp[4,3,31];0.0
x_tvp[4,3,32];0.0
x_tvp[4,3,33];0.0
x_tvp[4,3,34];0.0
x_tvp[4,3,35];0.0
x_tvp[4,3,36];0.0
x_tvp[4,3,37];0.0
x_tvp[4,3,38];0.0
x_tvp[4,3,39];0.0
x_tvp[4,3,40];2.0
x_tvp[4,4,1];-0.0
x_tvp[4,4,2];-0.0
x_tvp[4,4,3];-0.0
x_tvp[4,4,4];-0.0
x_tvp[4,4,5];-0.0
x_tvp[4,4,6];-0.0
x_tvp[4,4,7];-0.0
x_tvp[4,4,8];-0.0
x_tvp[4,4,9];-0.0
x_tvp[4,4,10];-0.0
x_tvp[4,4,11];-0.0
x_tvp[4,4,12];1.0
x_tvp[4,4,13];-0.0
x_tvp[4,4,14];-0.0
x_tvp[4,4,15];2172.0
x_tvp[4,4,16];-0.0
x_tvp[4,4,17];-0.0
x_tvp[4,4,18];-0.0
x_tvp[4,4,19];-0.0
x_tvp[4,4,20];-0.0
x_tvp[4,4,21];-0.0
x_tvp[4,4,22];-0.0
x_tvp[4,4,23];0.0
x_tvp[4,4,24];1.0
x_tvp[4,4,25];-0.0
x_tvp[4,4,26];-0.0
x_tvp[4,4,27];-0.0
x_tvp[4,4,28];-0.0
x_tvp[4,4,29];-0.0
x_tvp[4,4,30];-0.0
x_tvp[4,4,31];-0.0
x_tvp[4,4,32];-0.0
x_tvp[4,4,33];-0.0
x_tvp[4,4,34];0.0
x_tvp[4,4,35];-0.0
x_tvp[4,4,36];-0.0
x_tvp[4,4,37];-0.0
x_tvp[4,4,38];-0.0
x_tvp[4,4,39];-0.0
x_tvp[4,4,40];2.0
x_tvp[4,5,1];0.0
x_tvp[4,5,2];0.0
x_tvp[4,5,3];0.0
x_tvp[4,5,4];0.0
x_tvp[4,5,5];0.0
x_tvp[4,5,6];0.0
x_tvp[4,5,7];0.0
x_tvp[4,5,8];0.0
x_tvp[4,5,9];0.0
x_tvp[4,5,10];0.0
x_tvp[4,5,11];0.0
x_tvp[4,5,12];0.0
x_tvp[4,5,13];0.0
x_tvp[4,5,14];0.0
x_tvp[4,5,15];1929.0
x_tvp[4,5,16];0.0
x_tvp[4,5,17];0.0
x_tvp[4,5,18];0.0
x_tvp[4,5,19];0.0
x_tvp[4,5,20];0.0
x_tvp[4,5,21];0.0
x_tvp[4,5,22];1.0
x_tvp[4,5,23];2.0
x_tvp[4,5,24];0.0
x_tvp[4,5,25];0.0
x_tvp[4,5,26];0.0
x_tvp[4,5,27];0.0
x_tvp[4,5,28];0.0
x_tvp[4,5,29];0.0
x_tvp[4,5,30];0.0
x_tvp[4,5,31];0.0
x_tvp[4,5,32];0.0
x_tvp[4,5,33];0.0
x_tvp[4,5,34];0.0
x_tvp[4,5,35];0.0
x_tvp[4,5,36];0.0
x_tvp[4,5,37];0.0
x_tvp[4,5,38];0.0
x_tvp[4,5,39];0.0
x_tvp[4,5,40];2.0
x_tvp[4,6,1];-0.0
x_tvp[4,6,2];-0.0
x_tvp[4,6,3];-0.0
x_tvp[4,6,4];-0.0
x_tvp[4,6,5];-0.0
x_tvp[4,6,6];-0.0
x_tvp[4,6,7];-0.0
x_tvp[4,6,8];-0.0
x_tvp[4,6,9];-0.0
x_tvp[4,6,10];-0.0
x_tvp[4,6,11];-0.0
x_tvp[4,6,12];1.0
x_tvp[4,6,13];-0.0
x_tvp[4,6,14];-0.0
x_tvp[4,6,15];2221.0
x_tvp[4,6,16];-0.0
x_tvp[4,6,17];-0.0
x_tvp[4,6,18];-0.0
x_tvp[4,6,19];-0.0
x_tvp[4,6,20];-0.0
x_tvp[4,6,21];-0.0
x_tvp[4,6,22];-0.0
x_tvp[4,6,23];-0.0
x_tvp[4,6,24];1.0
x_tvp[4,6,25];-0.0
x_tvp[4,6,26];-0.0
x_tvp[4,6,27];-0.0
x_tvp[4,6,28];-0.0
x_tvp[4,6,29];-0.0
x_tvp[4,6,30];-0.0
x_tvp[4,6,31];-0.0
x_tvp[4,6,32];-0.0
x_tvp[4,6,33];-0.0
x_tvp[4,6,34];0.0
x_tvp[4,6,35];-0.0
x_tvp[4,6,36];-0.0
x_tvp[4,6,37];-0.0
x_tvp[4,6,38];-0.0
x_tvp[4,6,39];-0.0
x_tvp[4,6,40];2.0
x_tvp[4,7,1];-0.0
x_tvp[4,7,2];-0.0
x_tvp[4,7,3];-0.0
x_tvp[4,7,4];-0.0
x_tvp[4,7,5];-0.0
x_tvp[4,7,6];-0.0
x_tvp[4,7,7];-0.0
x_tvp[4,7,8];-0.0
x_tvp[4,7,9];-0.0
x_tvp[4,7,10];-0.0
x_tvp[4,7,11];-0.0
x_tvp[4,7,12];1.0
x_tvp[4,7,13];-0.0
x_tvp[4,7,14];-0.0
x_tvp[4,7,15];2616.0
x_tvp[4,7,16];-0.0
x_tvp[4,7,17];-0.0
x_tvp[4,7,18];-0.0
x_tvp[4,7,19];-0.0
x_tvp[4,7,20];-0.0
x_tvp[4,7,21];-0.0
x_tvp[4,7,22];-0.0
x_tvp[4,7,23];-0.0
x_tvp[4,7,24];1.0
x_tvp[4,7,25];-0.0
x_tvp[4,7,26];-0.0
x_tvp[4,7,27];-0.0
x_tvp[4,7,28];-0.0
x_tvp[4,7,29];-0.0
x_tvp[4,7,30];-0.0
x_tvp[4,7,31];-0.0
x_tvp[4,7,32];-0.0
x_tvp[4,7,33];-0.0
x_tvp[4,7,34];0.0
x_tvp[4,7,35];-0.0
x_tvp[4,7,36];-0.0
x_tvp[4,7,37];-0.0
x_tvp[4,7,38];-0.0
x_tvp[4,7,39];-0.0
x_tvp[4,7,40];1.0
x_tvp[4,8,1];-0.0
x_tvp[4,8,2];-0.0
x_tvp[4,8,3];-0.0
x_tvp[4,8,4];-0.0
x_tvp[4,8,5];-0.0
x_tvp[4,8,6];-0.0
x_tvp[4,8,7];-0.0
x_tvp[4,8,8];-0.0
x_tvp[4,8,9];-0.0
x_tvp[4,8,10];-0.0
x_tvp[4,8,11];-0.0
x_tvp[4,8,12];1.0
x_tvp[4,8,13];-0.0
x_tvp[4,8,14];-0.0
x_tvp[4,8,15];1931.0
x_tvp[4,8,16];-0.0
x_tvp[4,8,17];-0.0
x_tvp[4,8,18];-0.0
x_tvp[4,8,19];-0.0
x_tvp[4,8,20];-0.0
x_tvp[4,8,21];-0.0
x_tvp[4,8,22];-0.0
x_tvp[4,8,23];-0.0
x_tvp[4,8,24];1.0
x_tvp[4,8,25];-0.0
x_tvp[4,8,26];-0.0
x_tvp[4,8,27];-0.0
x_tvp[4,8,28];-0.0
x_tvp[4,8,29];-0.0
x_tvp[4,8,30];-0.0
x_tvp[4,8,31];-0.0
x_tvp[4,8,32];-0.0
x_tvp[4,8,33];-0.0
x_tvp[4,8,34];-0.0
x_tvp[4,8,35];-0.0
x_tvp[4,8,36];-0.0
x_tvp[4,8,37];-0.0
x_tvp[4,8,38];-0.0
x_tvp[4,8,39];0.0
x_tvp[4,8,40];1.0
x_tvp[4,9,1];-0.0
x_tvp[4,9,2];-0.0
x_tvp[4,9,3];-0.0
x_tvp[4,9,4];-0.0
x_tvp[4,9,5];-0.0
x_tvp[4,9,6];-0.0
x_tvp[4,9,7];-0.0
x_tvp[4,9,8];-0.0
x_tvp[4,9,9];-0.0
x_tvp[4,9,10];-0.0
x_tvp[4,9,11];-0.0
x_tvp[4,9,12];1.0
x_tvp[4,9,13];-0.0
x_tvp[4,9,14];-0.0
x_tvp[4,9,15];2229.0
x_tvp[4,9,16];-0.0
x_tvp[4,9,17];-0.0
x_tvp[4,9,18];-0.0
x_tvp[4,9,19];-0.0
x_tvp[4,9,20];-0.0
x_tvp[4,9,21];-0.0
x_tvp[4,9,22];-0.0
x_tvp[4,9,23];0.0
x_tvp[4,9,24];1.0
x_tvp[4,9,25];-0.0
x_tvp[4,9,26];-0.0
x_tvp[4,9,27];-0.0
x_tvp[4,9,28];-0.0
x_tvp[4,9,29];-0.0
x_tvp[4,9,30];-0.0
x_tvp[4,9,31];-0.0
x_tvp[4,9,32];-0.0
x_tvp[4,9,33];-0.0
x_tvp[4,9,34];0.0
x_tvp[4,9,35];-0.0
x_tvp[4,9,36];-0.0
x_tvp[4,9,37];-0.0
x_tvp[4,9,38];-0.0
x_tvp[4,9,39];-0.0
x_tvp[4,9,40];1.0
x_tvp[4,10,1];-0.0
x_tvp[4,10,2];-0.0
x_tvp[4,10,3];-0.0
x_tvp[4,10,4];-0.0
x_tvp[4,10,5];-0.0
x_tvp[4,10,6];-0.0
x_tvp[4,10,7];-0.0
x_tvp[4,10,8];-0.0
x_tvp[4,10,9];-0.0
x_tvp[4,10,10];-0.0
x_tvp[4,10,11];-0.0
x_tvp[4,10,12];1.0
x_tvp[4,10,13];-0.0
x_tvp[4,10,14];-0.0
x_tvp[4,10,15];2298.0
x_tvp[4,10,16];-0.0
x_tvp[4,10,17];-0.0
x_tvp[4,10,18];-0.0
x_tvp[4,10,19];-0.0
x_tvp[4,10,20];-0.0
x_tvp[4,10,21];-0.0
x_tvp[4,10,22];-0.0
x_tvp[4,10,23];-0.0
x_tvp[4,10,24];1.0
x_tvp[4,10,25];-0.0
x_tvp[4,10,26];-0.0
x_tvp[4,10,27];-0.0
x_tvp[4,10,28];-0.0
x_tvp[4,10,29];-0.0
x_tvp[4,10,30];-0.0
x_tvp[4,10,31];-0.0
x_tvp[4,10,32];-0.0
x_tvp[4,10,33];-0.0
x_tvp[4,10,34];-0.0
x_tvp[4,10,35];-0.0
x_tvp[4,10,36];-0.0
x_tvp[4,10,37];-0.0
x_tvp[4,10,38];-0.0
x_tvp[4,10,39];-0.0
x_tvp[4,10,40];1.0
x_tvp[4,11,1];-0.0
x_tvp[4,11,2];-0.0
x_tvp[4,11,3];-0.0
x_tvp[4,11,4];-0.0
x_tvp[4,11,5];-0.0
x_tvp[4,11,6];-0.0
x_tvp[4,11,7];-0.0
x_tvp[4,11,8];-0.0
x_tvp[4,11,9];-0.0
x_tvp[4,11,10];-0.0
x_tvp[4,11,11];-0.0
x_tvp[4,11,12];1.0
x_tvp[4,11,13];-0.0
x_tvp[4,11,14];-0.0
x_tvp[4,11,15];2622.0
x_tvp[4,11,16];-0.0
x_tvp[4,11,17];-0.0
x_tvp[4,11,18];-0.0
x_tvp[4,11,19];-0.0
x_tvp[4,11,20];-0.0
x_tvp[4,11,21];-0.0
x_tvp[4,11,22];-0.0
x_tvp[4,11,23];-0.0
x_tvp[4,11,24];1.0
x_tvp[4,11,25];-0.0
x_tvp[4,11,26];-0.0
x_tvp[4,11,27];-0.0
x_tvp[4,11,28];-0.0
x_tvp[4,11,29];-0.0
x_tvp[4,11,30];-0.0
x_tvp[4,11,31];-0.0
x_tvp[4,11,32];-0.0
x_tvp[4,11,33];-0.0
x_tvp[4,11,34];-0.0
x_tvp[4,11,35];-0.0
x_tvp[4,11,36];-0.0
x_tvp[4,11,37];-0.0
x_tvp[4,11,38];-0.0
x_tvp[4,11,39];-0.0
x_tvp[4,11,40];1.0
x_tvp[4,12,1];-0.0
x_tvp[4,12,2];-0.0
x_tvp[4,12,3];-0.0
x_tvp[4,12,4];-0.0
x_tvp[4,12,5];-0.0
x_tvp[4,12,6];-0.0
x_tvp[4,12,7];-0.0
x_tvp[4,12,8];-0.0
x_tvp[4,12,9];-0.0
x_tvp[4,12,10];-0.0
x_tvp[4,12,11];-0.0
x_tvp[4,12,12];1.0
x_tvp[4,12,13];-0.0
x_tvp[4,12,14];-0.0
x_tvp[4,12,15];2394.0
x_tvp[4,12,16];-0.0
x_tvp[4,12,17];-0.0
x_tvp[4,12,18];-0.0
x_tvp[4,12,19];-0.0
x_tvp[4,12,20];-0.0
x_tvp[4,12,21];-0.0
x_tvp[4,12,22];-0.0
x_tvp[4,12,23];-0.0
x_tvp[4,12,24];1.0
x_tvp[4,12,25];-0.0
x_tvp[4,12,26];-0.0
x_tvp[4,12,27];-0.0
x_tvp[4,12,28];-0.0
x_tvp[4,12,29];-0.0
x_tvp[4,12,30];-0.0
x_tvp[4,12,31];-0.0
x_tvp[4,12,32];-0.0
x_tvp[4,12,33];-0.0
x_tvp[4,12,34];-0.0
x_tvp[4,12,35];-0.0
x_tvp[4,12,36];-0.0
x_tvp[4,12,37];-0.0
x_tvp[4,12,38];-0.0
x_tvp[4,12,39];-0.0
x_tvp[4,12,40];1.0
x_tvp[4,13,1];-0.0
x_tvp[4,13,2];-0.0
x_tvp[4,13,3];-0.0
x_tvp[4,13,4];-0.0
x_tvp[4,13,5];-0.0
x_tvp[4,13,6];-0.0
x_tvp[4,13,7];-0.0
x_tvp[4,13,8];-0.0
x_tvp[4,13,9];-0.0
x_tvp[4,13,10];-0.0
x_tvp[4,13,11];-0.0
x_tvp[4,13,12];1.0
x_tvp[4,13,13];-0.0
x_tvp[4,13,14];-0.0
x_tvp[4,13,15];2492.0
x_tvp[4,13,16];-0.0
x_tvp[4,13,17];-0.0
x_tvp[4,13,18];-0.0
x_tvp[4,13,19];-0.0
x_tvp[4,13,20];-0.0
x_tvp[4,13,21];-0.0
x_tvp[4,13,22];-0.0
x_tvp[4,13,23];-0.0
x_tvp[4,13,24];1.0
x_tvp[4,13,25];-0.0
x_tvp[4,13,26];-0.0
x_tvp[4,13,27];-0.0
x_tvp[4,13,28];-0.0
x_tvp[4,13,29];-0.0
x_tvp[4,13,30];-0.0
x_tvp[4,13,31];-0.0
x_tvp[4,13,32];-0.0
x_tvp[4,13,33];-0.0
x_tvp[4,13,34];0.0
x_tvp[4,13,35];-0.0
x_tvp[4,13,36];-0.0
x_tvp[4,13,37];-0.0
x_tvp[4,13,38];-0.0
x_tvp[4,13,39];-0.0
x_tvp[4,13,40];2.0
x_tvp[4,14,1];0.0
x_tvp[4,14,2];0.0
x_tvp[4,14,3];0.0
x_tvp[4,14,4];0.0
x_tvp[4,14,5];0.0
x_tvp[4,14,6];0.0
x_tvp[4,14,7];0.0
x_tvp[4,14,8];0.0
x_tvp[4,14,9];0.0
x_tvp[4,14,10];0.0
x_tvp[4,14,11];0.0
x_tvp[4,14,12];0.0
x_tvp[4,14,13];0.0
x_tvp[4,14,14];0.0
x_tvp[4,14,15];1739.0
x_tvp[4,14,16];0.0
x_tvp[4,14,17];0.0
x_tvp[4,14,18];0.0
x_tvp[4,14,19];0.0
x_tvp[4,14,20];0.0
x_tvp[4,14,21];0.0
x_tvp[4,14,22];1.0
x_tvp[4,14,23];2.0
x_tvp[4,14,24];0.0
x_tvp[4,14,25];0.0
x_tvp[4,14,26];0.0
x_tvp[4,14,27];0.0
x_tvp[4,14,28];0.0
x_tvp[4,14,29];0.0
x_tvp[4,14,30];0.0
x_tvp[4,14,31];0.0
x_tvp[4,14,32];0.0
x_tvp[4,14,33];0.0
x_tvp[4,14,34];0.0
x_tvp[4,14,35];0.0
x_tvp[4,14,36];0.0
x_tvp[4,14,37];0.0
x_tvp[4,14,38];0.0
x_tvp[4,14,39];0.0
x_tvp[4,14,40];1.0
x_tvp[4,15,1];0.0
x_tvp[4,15,2];0.0
x_tvp[4,15,3];0.0
x_tvp[4,15,4];0.0
x_tvp[4,15,5];0.0
x_tvp[4,15,6];0.0
x_tvp[4,15,7];0.0
x_tvp[4,15,8];0.0
x_tvp[4,15,9];0.0
x_tvp[4,15,10];0.0
x_tvp[4,15,11];0.0
x_tvp[4,15,12];0.0
x_tvp[4,15,13];0.0
x_tvp[4,15,14];0.0
x_tvp[4,15,15];2009.0
x_tvp[4,15,16];0.0
x_tvp[4,15,17];0.0
x_tvp[4,15,18];0.0
x_tvp[4,15,19];0.0
x_tvp[4,15,20];0.0
x_tvp[4,15,21];0.0
x_tvp[4,15,22];1.0
x_tvp[4,15,23];2.0
x_tvp[4,15,24];0.0
x_tvp[4,15,25];0.0
x_tvp[4,15,26];0.0
x_tvp[4,15,27];0.0
x_tvp[4,15,28];0.0
x_tvp[4,15,29];0.0
x_tvp[4,15,30];0.0
x_tvp[4,15,31];0.0
x_tvp[4,15,32];0.0
x_tvp[4,15,33];0.0
x_tvp[4,15,34];0.0
x_tvp[4,15,35];0.0
x_tvp[4,15,36];0.0
x_tvp[4,15,37];0.0
x_tvp[4,15,38];0.0
x_tvp[4,15,39];0.0
x_tvp[4,15,40];1.0
x_tvp[4,16,1];-0.0
x_tvp[4,16,2];-0.0
x_tvp[4,16,3];-0.0
x_tvp[4,16,4];-0.0
x_tvp[4,16,5];-0.0
x_tvp[4,16,6];-0.0
x_tvp[4,16,7];-0.0
x_tvp[4,16,8];-0.0
x_tvp[4,16,9];-0.0
x_tvp[4,16,10];-0.0
x_tvp[4,16,11];-0.0
x_tvp[4,16,12];1.0
x_tvp[4,16,13];-0.0
x_tvp[4,16,14];-0.0
x_tvp[4,16,15];2134.0
x_tvp[4,16,16];-0.0
x_tvp[4,16,17];-0.0
x_tvp[4,16,18];-0.0
x_tvp[4,16,19];-0.0
x_tvp[4,16,20];-0.0
x_tvp[4,16,21];-0.0
x_tvp[4,16,22];-0.0
x_tvp[4,16,23];-0.0
x_tvp[4,16,24];1.0
x_tvp[4,16,25];-0.0
x_tvp[4,16,26];-0.0
x_tvp[4,16,27];-0.0
x_tvp[4,16,28];-0.0
x_tvp[4,16,29];-0.0
x_tvp[4,16,30];-0.0
x_tvp[4,16,31];-0.0
x_tvp[4,16,32];-0.0
x_tvp[4,16,33];-0.0
x_tvp[4,16,34];-0.0
x_tvp[4,16,35];-0.0
x_tvp[4,16,36];-0.0
x_tvp[4,16,37];-0.0
x_tvp[4,16,38];-0.0
x_tvp[4,16,39];-0.0
x_tvp[4,16,40];2.0
x_tvp[4,17,1];-0.0
x_tvp[4,17,2];-0.0
x_tvp[4,17,3];-0.0
x_tvp[4,17,4];-0.0
x_tvp[4,17,5];-0.0
x_tvp[4,17,6];-0.0
x_tvp[4,17,7];-0.0
x_tvp[4,17,8];-0.0
x_tvp[4,17,9];-0.0
x_tvp[4,17,10];-0.0
x_tvp[4,17,11];-0.0
x_tvp[4,17,12];1.0
x_tvp[4,17,13];-0.0
x_tvp[4,17,14];-0.0
x_tvp[4,17,15];2232.0
x_tvp[4,17,16];-0.0
x_tvp[4,17,17];-0.0
x_tvp[4,17,18];-0.0
x_tvp[4,17,19];-0.0
x_tvp[4,17,20];-0.0
x_tvp[4,17,21];-0.0
x_tvp[4,17,22];-0.0
x_tvp[4,17,23];-0.0
x_tvp[4,17,24];1.0
x_tvp[4,17,25];-0.0
x_tvp[4,17,26];-0.0
x_tvp[4,17,27];-0.0
x_tvp[4,17,28];-0.0
x_tvp[4,17,29];-0.0
x_tvp[4,17,30];-0.0
x_tvp[4,17,31];0.0
x_tvp[4,17,32];-0.0
x_tvp[4,17,33];-0.0
x_tvp[4,17,34];0.0
x_tvp[4,17,35];-0.0
x_tvp[4,17,36];-0.0
x_tvp[4,17,37];-0.0
x_tvp[4,17,38];-0.0
x_tvp[4,17,39];-0.0
x_tvp[4,17,40];2.0
x_tvp[4,18,1];-0.0
x_tvp[4,18,2];-0.0
x_tvp[4,18,3];-0.0
x_tvp[4,18,4];-0.0
x_tvp[4,18,5];-0.0
x_tvp[4,18,6];-0.0
x_tvp[4,18,7];-0.0
x_tvp[4,18,8];-0.0
x_tvp[4,18,9];-0.0
x_tvp[4,18,10];-0.0
x_tvp[4,18,11];-0.0
x_tvp[4,18,12];1.0
x_tvp[4,18,13];-0.0
x_tvp[4,18,14];-0.0
x_tvp[4,18,15];2341.0
x_tvp[4,18,16];-0.0
x_tvp[4,18,17];-0.0
x_tvp[4,18,18];-0.0
x_tvp[4,18,19];-0.0
x_tvp[4,18,20];-0.0
x_tvp[4,18,21];-0.0
x_tvp[4,18,22];-0.0
x_tvp[4,18,23];-0.0
x_tvp[4,18,24];1.0
x_tvp[4,18,25];-0.0
x_tvp[4,18,26];-0.0
x_tvp[4,18,27];-0.0
x_tvp[4,18,28];-0.0
x_tvp[4,18,29];-0.0
x_tvp[4,18,30];-0.0
x_tvp[4,18,31];-0.0
x_tvp[4,18,32];-0.0
x_tvp[4,18,33];-0.0
x_tvp[4,18,34];0.0
x_tvp[4,18,35];-0.0
x_tvp[4,18,36];-0.0
x_tvp[4,18,37];-0.0
x_tvp[4,18,38];-0.0
x_tvp[4,18,39];-0.0
x_tvp[4,18,40];1.0
x_tvp[4,19,1];0.0
x_tvp[4,19,2];0.0
x_tvp[4,19,3];0.0
x_tvp[4,19,4];0.0
x_tvp[4,19,5];0.0
x_tvp[4,19,6];0.0
x_tvp[4,19,7];0.0
x_tvp[4,19,8];0.0
x_tvp[4,19,9];0.0
x_tvp[4,19,10];0.0
x_tvp[4,19,11];0.0
x_tvp[4,19,12];0.0
x_tvp[4,19,13];0.0
x_tvp[4,19,14];0.0
x_tvp[4,19,15];2112.0
x_tvp[4,19,16];0.0
x_tvp[4,19,17];0.0
x_tvp[4,19,18];0.0
x_tvp[4,19,19];0.0
x_tvp[4,19,20];0.0
x_tvp[4,19,21];0.0
x_tvp[4,19,22];0.0
x_tvp[4,19,23];1.0
x_tvp[4,19,24];0.0
x_tvp[4,19,25];0.0
x_tvp[4,19,26];0.0
x_tvp[4,19,27];0.0
x_tvp[4,19,28];0.0
x_tvp[4,19,29];0.0
x_tvp[4,19,30];0.0
x_tvp[4,19,31];0.0
x_tvp[4,19,32];0.0
x_tvp[4,19,33];0.0
x_tvp[4,19,34];0.0
x_tvp[4,19,35];0.0
x_tvp[4,19,36];0.0
x_tvp[4,19,37];0.0
x_tvp[4,19,38];1.0
x_tvp[4,19,39];0.0
x_tvp[4,19,40];2.0
x_tvp[4,20,1];-0.0
x_tvp[4,20,2];-0.0
x_tvp[4,20,3];-0.0
x_tvp[4,20,4];-0.0
x_tvp[4,20,5];-0.0
x_tvp[4,20,6];-0.0
x_tvp[4,20,7];-0.0
x_tvp[4,20,8];-0.0
x_tvp[4,20,9];-0.0
x_tvp[4,20,10];-0.0
x_tvp[4,20,11];-0.0
x_tvp[4,20,12];1.0
x_tvp[4,20,13];-0.0
x_tvp[4,20,14];-0.0
x_tvp[4,20,15];2158.0
x_tvp[4,20,16];-0.0
x_tvp[4,20,17];-0.0
x_tvp[4,20,18];-0.0
x_tvp[4,20,19];-0.0
x_tvp[4,20,20];-0.0
x_tvp[4,20,21];-0.0
x_tvp[4,20,22];-0.0
x_tvp[4,20,23];0.0
x_tvp[4,20,24];1.0
x_tvp[4,20,25];-0.0
x_tvp[4,20,26];-0.0
x_tvp[4,20,27];-0.0
x_tvp[4,20,28];-0.0
x_tvp[4,20,29];-0.0
x_tvp[4,20,30];-0.0
x_tvp[4,20,31];-0.0
x_tvp[4,20,32];-0.0
x_tvp[4,20,33];-0.0
x_tvp[4,20,34];0.0
x_tvp[4,20,35];-0.0
x_tvp[4,20,36];-0.0
x_tvp[4,20,37];-0.0
x_tvp[4,20,38];-0.0
x_tvp[4,20,39];-0.0
x_tvp[4,20,40];2.0
y_tvp[1,1,1];0.0
y_tvp[1,1,2];0.0
y_tvp[1,1,3];0.0
y_tvp[1,1,4];0.0
y_tvp[1,1,5];0.0
y_tvp[1,1,6];0.0
y_tvp[1,1,7];0.0
y_tvp[1,1,8];0.0
y_tvp[1,1,9];0.0
y_tvp[1,1,10];0.0
y_tvp[1,1,11];0.0
y_tvp[1,1,12];0.0
y_tvp[1,1,13];0.0
y_tvp[1,1,14];0.0
y_tvp[1,1,15];0.0
y_tvp[1,1,16];0.0
y_tvp[1,1,17];0.0
y_tvp[1,1,18];0.0
y_tvp[1,1,19];0.0
y_tvp[1,1,20];0.0
y_tvp[1,1,21];0.0
y_tvp[1,1,22];0.0
y_tvp[1,1,23];0.0
y_tvp[1,1,24];0.0
y_tvp[1,1,25];0.0
y_tvp[1,1,26];0.0
y_tvp[1,1,27];0.0
y_tvp[1,1,28];0.0
y_tvp[1,1,29];0.0
y_tvp[1,1,30];0.0
y_tvp[1,1,31];0.0
y_tvp[1,1,32];0.0
y_tvp[1,1,33];0.0
y_tvp[1,1,34];0.0
y_tvp[1,1,35];0.0
y_tvp[1,1,36];0.0
y_tvp[1,1,37];0.0
y_tvp[1,1,38];0.0
y_tvp[1,1,39];0.0
y_tvp[1,1,40];0.0
y_tvp[1,2,1];0.0
y_tvp[1,2,2];0.0
y_tvp[1,2,3];0.0
y_tvp[1,2,4];0.0
y_tvp[1,2,5];0.0
y_tvp[1,2,6];0.0
y_tvp[1,2,7];0.0
y_tvp[1,2,8];0.0
y_tvp[1,2,9];0.0
y_tvp[1,2,10];0.0
y_tvp[1,2,11];0.0
y_tvp[1,2,12];0.0
y_tvp[1,2,13];0.0
y_tvp[1,2,14];0.0
y_tvp[1,2,15];0.0
y_tvp[1,2,16];0.0
y_tvp[1,2,17];0.0
y_tvp[1,2,18];0.0
y_tvp[1,2,19];0.0
y_tvp[1,2,20];0.0
y_tvp[1,2,21];0.0
y_tvp[1,2,22];0.0
y_tvp[1,2,23];0.0
y_tvp[1,2,24];0.0
y_tvp[1,2,25];0.0
y_tvp[1,2,26];0.0
y_tvp[1,2,27];0.0
y_tvp[1,2,28];0.0
y_tvp[1,2,29];0.0
y_tvp[1,2,30];0.0
y_tvp[1,2,31];0.0
y_tvp[1,2,32];0.0
y_tvp[1,2,33];0.0
y_tvp[1,2,34];0.0
y_tvp[1,2,35];0.0
y_tvp[1,2,36];0.0
y_tvp[1,2,37];0.0
y_tvp[1,2,38];0.0
y_tvp[1,2,39];0.0
y_tvp[1,2,40];0.0
y_tvp[1,3,1];0.0
y_tvp[1,3,2];0.0
y_tvp[1,3,3];0.0
y_tvp[1,3,4];0.0
y_tvp[1,3,5];0.0
y_tvp[1,3,6];0.0
y_tvp[1,3,7];0.0
y_tvp[1,3,8];0.0
y_tvp[1,3,9];0.0
y_tvp[1,3,10];0.0
y_tvp[1,3,11];0.0
y_tvp[1,3,12];0.0
y_tvp[1,3,13];0.0
y_tvp[1,3,14];0.0
y_tvp[1,3,15];0.0
y_tvp[1,3,16];0.0
y_tvp[1,3,17];0.0
y_tvp[1,3,18];0.0
y_tvp[1,3,19];0.0
y_tvp[1,3,20];0.0
y_tvp[1,3,21];0.0
y_tvp[1,3,22];0.0
y_tvp[1,3,23];0.0
y_tvp[1,3,24];0.0
y_tvp[1,3,25];0.0
y_tvp[1,3,26];0.0
y_tvp[1,3,27];0.0
y_tvp[1,3,28];0.0
y_tvp[1,3,29];0.0
y_tvp[1,3,30];0.0
y_tvp[1,3,31];0.0
y_tvp[1,3,32];0.0
y_tvp[1,3,33];0.0
y_tvp[1,3,34];0.0
y_tvp[1,3,35];0.0
y_tvp[1,3,36];0.0
y_tvp[1,3,37];0.0
y_tvp[1,3,38];0.0
y_tvp[1,3,39];0.0
y_tvp[1,3,40];0.0
y_tvp[1,4,1];0.0
y_tvp[1,4,2];0.0
y_tvp[1,4,3];0.0
y_tvp[1,4,4];0.0
y_tvp[1,4,5];0.0
y_tvp[1,4,6];0.0
y_tvp[1,4,7];0.0
